date,region,infected,recovered,dead
2020-03-18,Камчатский край,0,0,0
2020-03-18,Карачаево-Черкесская Республика,0,0,0
2020-03-18,Кемеровская область,2,0,0
2020-03-18,Кировская область,1,0,0
2020-03-18,Костромская область,0,0,0
2020-03-18,Краснодарский край,1,0,0
2020-03-18,Красноярский край,1,0,0
2020-03-18,Курганская область,0,0,0
2020-03-18,Курская область,0,0,0
2020-03-18,Ленинградская область,1,0,0
2020-03-18,Липецкая область,3,0,0
2020-03-18,Магаданская область,0,0,0
2020-03-18,Москва,86,1,0
2020-03-18,Московская область,12,0,0
2020-03-18,Мурманская область,0,0,0
2020-03-18,Ненецкий автономный округ,0,0,0
2020-03-18,Нижегородская область,2,0,0
2020-03-18,Новгородская область,0,0,0
2020-03-18,Новосибирская область,1,0,0
2020-03-18,Омская область,0,0,0
2020-03-18,Оренбургская область,0,0,0
2020-03-18,Орловская область,0,0,0
2020-03-18,Пензенская область,1,0,0
2020-03-18,Пермский край,2,0,0
2020-03-18,Приморский край,0,0,0
2020-03-18,Псковская область,0,0,0
2020-03-18,Республика Адыгея,0,0,0
2020-03-18,Республика Алтай,0,0,0
2020-03-18,Республика Башкортостан,0,0,0
2020-03-18,Республика Бурятия,0,0,0
2020-03-18,Республика Дагестан,0,0,0
2020-03-18,Республика Ингушетия,0,0,0
2020-03-18,Республика Калмыкия,0,0,0
2020-03-18,Республика Карелия,0,0,0
2020-03-18,Республика Коми,1,0,0
2020-03-18,Республика Крым,0,0,0
2020-03-18,Республика Марий Эл,0,0,0
2020-03-18,Республика Мордовия,0,0,0
2020-03-18,Республика Саха (Якутия),0,0,0
2020-03-18,Республика Северная Осетия — Алания,0,0,0
2020-03-18,Республика Татарстан,1,0,0
2020-03-18,Республика Тыва,0,0,0
2020-03-18,Республика Хакасия,1,0,0
2020-03-18,Ростовская область,0,0,0
2020-03-18,Рязанская область,0,0,0
2020-03-18,Самарская область,5,0,0
2020-03-18,Санкт-Петербург,9,2,0
2020-03-18,Саратовская область,0,0,0
2020-03-18,Сахалинская область,0,0,0
2020-03-18,Свердловская область,1,0,0
2020-03-18,Севастополь,0,0,0
2020-03-18,Смоленская область,0,0,0
2020-03-18,Ставропольский край,0,0,0
2020-03-18,Тамбовская область,1,0,0
2020-03-18,Тверская область,2,0,0
2020-03-18,Томская область,1,0,0
2020-03-18,Тульская область,0,0,0
2020-03-18,Тюменская область,2,1,0
2020-03-18,Удмуртская Республика,0,0,0
2020-03-18,Ульяновская область,0,0,0
2020-03-18,Хабаровский край,0,0,0
2020-03-18,Ханты-Мансийский автономный округ — Югра,0,0,0
2020-03-18,Челябинская область,0,0,0
2020-03-18,Чеченская Республика,0,0,0
2020-03-18,Чувашская Республика,0,0,0
2020-03-18,Чукотский автономный округ,0,0,0
2020-03-18,Ямало-Ненецкий автономный округ,0,0,0
2020-03-18,Ярославская область,1,0,0
2020-03-19,Алтайский край,0,0,0
2020-03-19,Амурская область,0,0,0
2020-03-19,Архангельская область,1,0,0
2020-03-19,Астраханская область,0,0,0
2020-03-19,Белгородская область,1,0,0
2020-03-19,Брянская область,0,0,0
2020-03-19,Владимирская область,0,0,0
2020-03-19,Волгоградская область,0,0,0
2020-03-19,Вологодская область,0,0,0
2020-03-19,Воронежская область,2,0,0
2020-03-19,Еврейская автономная область,0,0,0
2020-03-19,Забайкальский край,1,1,0
2020-03-19,Ивановская область,1,0,0
2020-03-19,Иркутская область,0,0,0
2020-03-19,Кабардино-Балкарская Республика,0,0,0
2020-03-19,Калининградская область,5,0,0
2020-03-19,Калужская область,1,0,0
2020-03-19,Камчатский край,0,0,0
2020-03-19,Карачаево-Черкесская Республика,0,0,0
2020-03-19,Кемеровская область,2,0,0
2020-03-19,Кировская область,3,0,0
2020-03-19,Костромская область,0,0,0
2020-03-19,Краснодарский край,3,0,0
2020-03-19,Красноярский край,4,0,0
2020-03-19,Курганская область,0,0,0
2020-03-19,Курская область,0,0,0
2020-03-19,Ленинградская область,1,0,0
2020-03-19,Липецкая область,3,0,0
2020-03-19,Магаданская область,0,0,0
2020-03-19,Москва,98,1,0
2020-03-19,Московская область,17,0,0
2020-03-19,Мурманская область,1,0,0
2020-03-19,Ненецкий автономный округ,0,0,0
2020-03-19,Нижегородская область,3,0,0
2020-03-19,Новгородская область,0,0,0
2020-03-19,Новосибирская область,2,0,0
2020-03-19,Омская область,0,0,0
2020-03-19,Оренбургская область,1,0,0
2020-03-19,Орловская область,0,0,0
2020-03-19,Пензенская область,1,0,0
2020-03-19,Пермский край,3,0,0
2020-03-19,Приморский край,0,0,0
2020-03-19,Псковская область,0,0,0
2020-03-19,Республика Адыгея,0,0,0
2020-03-19,Республика Алтай,0,0,0
2020-03-19,Республика Башкортостан,0,0,0
2020-03-19,Республика Бурятия,0,0,0
2020-03-19,Республика Дагестан,0,0,0
2020-03-19,Республика Ингушетия,0,0,0
2020-03-19,Республика Калмыкия,0,0,0
2020-03-19,Республика Карелия,0,0,0
2020-03-19,Республика Коми,1,0,0
2020-03-19,Республика Крым,0,0,0
2020-03-19,Республика Марий Эл,0,0,0
2020-03-19,Республика Мордовия,0,0,0
2020-03-19,Республика Саха (Якутия),1,0,0
2020-03-19,Республика Северная Осетия — Алания,0,0,0
2020-03-19,Республика Татарстан,1,0,0
2020-03-19,Республика Тыва,0,0,0
2020-03-19,Республика Хакасия,1,0,0
2020-03-19,Ростовская область,0,0,0
2020-03-19,Рязанская область,1,0,0
2020-03-19,Самарская область,5,0,0
2020-03-19,Санкт-Петербург,10,2,0
2020-03-19,Саратовская область,1,0,0
2020-03-19,Сахалинская область,0,0,0
2020-03-19,Свердловская область,6,0,0
2020-03-19,Севастополь,0,0,0
2020-03-19,Смоленская область,0,0,0
2020-03-19,Ставропольский край,0,0,0
2020-03-19,Тамбовская область,3,0,0
2020-03-19,Тверская область,3,0,0
2020-03-19,Томская область,1,0,0
2020-03-19,Тульская область,3,0,0
2020-03-19,Тюменская область,2,1,0
2020-03-19,Удмуртская Республика,0,0,0
2020-03-19,Ульяновская область,0,0,0
2020-03-19,Хабаровский край,3,0,0
2020-03-19,Ханты-Мансийский автономный округ — Югра,1,0,0
2020-03-19,Челябинская область,0,0,0
2020-03-19,Чеченская Республика,0,0,0
2020-03-19,Чувашская Республика,1,0,0
2020-03-19,Чукотский автономный округ,0,0,0
2020-03-19,Ямало-Ненецкий автономный округ,0,0,0
2020-03-19,Ярославская область,1,0,0
2020-03-20,Алтайский край,0,0,0
2020-03-20,Амурская область,0,0,0
2020-03-20,Архангельская область,1,0,0
2020-03-20,Астраханская область,0,0,0
2020-03-20,Белгородская область,1,0,0
2020-03-20,Брянская область,0,0,0
2020-03-20,Владимирская область,0,0,0
2020-03-20,Волгоградская область,0,0,0
2020-03-20,Вологодская область,0,0,0
2020-03-20,Воронежская область,2,0,0
2020-03-20,Еврейская автономная область,0,0,0
2020-03-20,Забайкальский край,1,1,0
2020-03-20,Ивановская область,1,0,0
2020-03-20,Иркутская область,0,0,0
2020-03-20,Кабардино-Балкарская Республика,0,0,0
2020-03-20,Калининградская область,5,0,0
2020-03-20,Калужская область,1,0,0
2020-03-20,Камчатский край,0,0,0
2020-03-20,Карачаево-Черкесская Республика,0,0,0
2020-03-20,Кемеровская область,2,0,0
2020-03-20,Кировская область,5,0,0
2020-03-20,Костромская область,0,0,0
2020-03-20,Краснодарский край,3,0,0
2020-03-20,Красноярский край,4,0,0
2020-03-20,Курганская область,0,0,0
2020-03-20,Курская область,0,0,0
2020-03-20,Ленинградская область,1,0,0
2020-03-20,Липецкая область,3,3,0
2020-03-20,Магаданская область,0,0,0
2020-03-20,Москва,131,5,0
2020-03-20,Московская область,18,0,0
2020-03-20,Мурманская область,1,0,0
2020-03-20,Ненецкий автономный округ,0,0,0
2020-03-20,Нижегородская область,3,0,0
2020-03-20,Новгородская область,0,0,0
2020-03-20,Новосибирская область,4,0,0
2020-03-20,Омская область,0,0,0
2020-03-20,Оренбургская область,1,0,0
2020-03-20,Орловская область,0,0,0
2020-03-20,Пензенская область,1,0,0
2020-03-20,Пермский край,3,0,0
2020-03-20,Приморский край,0,0,0
2020-03-20,Псковская область,0,0,0
2020-03-20,Республика Адыгея,0,0,0
2020-03-20,Республика Алтай,0,0,0
2020-03-20,Республика Башкортостан,0,0,0
2020-03-20,Республика Бурятия,0,0,0
2020-03-20,Республика Дагестан,0,0,0
2020-03-20,Республика Ингушетия,0,0,0
2020-03-20,Республика Калмыкия,0,0,0
2020-03-20,Республика Карелия,0,0,0
2020-03-20,Республика Коми,1,0,0
2020-03-20,Республика Крым,0,0,0
2020-03-20,Республика Марий Эл,0,0,0
2020-03-20,Республика Мордовия,0,0,0
2020-03-20,Республика Саха (Якутия),7,0,0
2020-03-20,Республика Северная Осетия — Алания,0,0,0
2020-03-20,Республика Татарстан,1,0,0
2020-03-20,Республика Тыва,0,0,0
2020-03-20,Республика Хакасия,1,0,0
2020-03-20,Ростовская область,0,0,0
2020-03-20,Рязанская область,1,0,0
2020-03-20,Самарская область,9,0,0
2020-03-20,Санкт-Петербург,14,2,0
2020-03-20,Саратовская область,1,0,0
2020-03-20,Сахалинская область,0,0,0
2020-03-20,Свердловская область,6,0,0
2020-03-20,Севастополь,0,0,0
2020-03-20,Смоленская область,0,0,0
2020-03-20,Ставропольский край,0,0,0
2020-03-20,Тамбовская область,3,0,0
2020-03-20,Тверская область,3,0,0
2020-03-20,Томская область,1,0,0
2020-03-20,Тульская область,3,0,0
2020-03-20,Тюменская область,3,1,0
2020-03-20,Удмуртская Республика,0,0,0
2020-03-20,Ульяновская область,1,0,0
2020-03-20,Хабаровский край,3,0,0
2020-03-20,Ханты-Мансийский автономный округ — Югра,1,0,0
2020-03-20,Челябинская область,0,0,0
2020-03-20,Чеченская Республика,0,0,0
2020-03-20,Чувашская Республика,1,0,0
2020-03-20,Чукотский автономный округ,0,0,0
2020-03-20,Ямало-Ненецкий автономный округ,0,0,0
2020-03-20,Ярославская область,1,0,0
2020-03-21,Алтайский край,0,0,0
2020-03-21,Амурская область,0,0,0
2020-03-21,Архангельская область,1,0,0
2020-03-21,Астраханская область,0,0,0
2020-03-21,Белгородская область,1,0,0
2020-03-21,Брянская область,0,0,0
2020-03-21,Владимирская область,0,0,0
2020-03-21,Волгоградская область,0,0,0
2020-03-21,Вологодская область,0,0,0
2020-03-21,Воронежская область,2,0,0
2020-03-21,Еврейская автономная область,0,0,0
2020-03-21,Забайкальский край,1,1,0
2020-03-21,Ивановская область,1,0,0
2020-03-21,Иркутская область,0,0,0
2020-03-21,Кабардино-Балкарская Республика,2,0,0
2020-03-21,Калининградская область,7,0,0
2020-03-21,Калужская область,1,0,0
2020-03-21,Камчатский край,0,0,0
2020-03-21,Карачаево-Черкесская Республика,0,0,0
2020-03-21,Кемеровская область,2,0,0
2020-03-21,Кировская область,5,0,0
2020-03-21,Костромская область,0,0,0
2020-03-21,Краснодарский край,5,0,0
2020-03-21,Красноярский край,5,0,0
2020-03-21,Курганская область,1,0,0
2020-03-21,Курская область,0,0,0
2020-03-21,Ленинградская область,1,0,0
2020-03-21,Липецкая область,3,3,0
2020-03-21,Магаданская область,0,0,0
2020-03-21,Москва,137,8,0
2020-03-21,Московская область,35,1,0
2020-03-21,Мурманская область,1,0,0
2020-03-21,Ненецкий автономный округ,0,0,0
2020-03-21,Нижегородская область,7,0,0
2020-03-21,Новгородская область,0,0,0
2020-03-21,Новосибирская область,4,0,0
2020-03-21,Омская область,0,0,0
2020-03-21,Оренбургская область,1,0,0
2020-03-21,Орловская область,0,0,0
2020-03-21,Пензенская область,1,0,0
2020-03-21,Пермский край,3,0,0
2020-03-21,Приморский край,0,0,0
2020-03-21,Псковская область,0,0,0
2020-03-21,Республика Адыгея,0,0,0
2020-03-21,Республика Алтай,0,0,0
2020-03-21,Республика Башкортостан,0,0,0
2020-03-21,Республика Бурятия,0,0,0
2020-03-21,Республика Дагестан,0,0,0
2020-03-21,Республика Ингушетия,0,0,0
2020-03-21,Республика Калмыкия,0,0,0
2020-03-21,Республика Карелия,0,0,0
2020-03-21,Республика Коми,1,0,0
2020-03-21,Республика Крым,1,0,0
2020-03-21,Республика Марий Эл,0,0,0
2020-03-21,Республика Мордовия,0,0,0
2020-03-21,Республика Саха (Якутия),7,0,0
2020-03-21,Республика Северная Осетия — Алания,0,0,0
2020-03-21,Республика Татарстан,6,0,0
2020-03-21,Республика Тыва,0,0,0
2020-03-21,Республика Хакасия,1,0,0
2020-03-21,Ростовская область,0,0,0
2020-03-21,Рязанская область,2,0,0
2020-03-21,Самарская область,9,0,0
2020-03-21,Санкт-Петербург,16,2,0
2020-03-21,Саратовская область,1,0,0
2020-03-21,Сахалинская область,0,0,0
2020-03-21,Свердловская область,9,0,0
2020-03-21,Севастополь,0,0,0
2020-03-21,Смоленская область,0,0,0
2020-03-21,Ставропольский край,1,0,0
2020-03-21,Тамбовская область,3,0,0
2020-03-21,Тверская область,3,0,0
2020-03-21,Томская область,1,0,0
2020-03-21,Тульская область,5,0,0
2020-03-21,Тюменская область,3,1,0
2020-03-21,Удмуртская Республика,0,0,0
2020-03-21,Ульяновская область,1,0,0
2020-03-21,Хабаровский край,4,0,0
2020-03-21,Ханты-Мансийский автономный округ — Югра,2,0,0
2020-03-21,Челябинская область,1,0,0
2020-03-21,Чеченская Республика,0,0,0
2020-03-21,Чувашская Республика,1,0,0
2020-03-21,Чукотский автономный округ,0,0,0
2020-03-21,Ямало-Ненецкий автономный округ,0,0,0
2020-03-21,Ярославская область,1,0,0
2020-03-22,Алтайский край,0,0,0
2020-03-22,Амурская область,0,0,0
2020-03-22,Архангельская область,2,0,0
2020-03-22,Астраханская область,0,0,0
2020-03-22,Белгородская область,1,0,0
2020-03-22,Брянская область,1,0,0
2020-03-22,Владимирская область,0,0,0
2020-03-22,Волгоградская область,0,0,0
2020-03-22,Вологодская область,0,0,0
2020-03-22,Воронежская область,2,0,0
2020-03-22,Еврейская автономная область,0,0,0
2020-03-22,Забайкальский край,1,1,0
2020-03-22,Ивановская область,1,0,0
2020-03-22,Иркутская область,0,0,0
2020-03-22,Кабардино-Балкарская Республика,2,0,0
2020-03-22,Калининградская область,7,0,0
2020-03-22,Калужская область,1,0,0
2020-03-22,Камчатский край,0,0,0
2020-03-22,Карачаево-Черкесская Республика,0,0,0
2020-03-22,Кемеровская область,2,0,0
2020-03-22,Кировская область,7,0,0
2020-03-22,Костромская область,0,0,0
2020-03-22,Краснодарский край,5,0,0
2020-03-22,Красноярский край,5,0,0
2020-03-22,Курганская область,1,0,0
2020-03-22,Курская область,0,0,0
2020-03-22,Ленинградская область,1,0,0
2020-03-22,Липецкая область,3,3,0
2020-03-22,Магаданская область,0,0,0
2020-03-22,Москва,191,8,0
2020-03-22,Московская область,35,1,0
2020-03-22,Мурманская область,1,0,0
2020-03-22,Ненецкий автономный округ,0,0,0
2020-03-22,Нижегородская область,7,0,0
2020-03-22,Новгородская область,1,0,0
2020-03-22,Новосибирская область,4,0,0
2020-03-22,Омская область,0,0,0
2020-03-22,Оренбургская область,1,0,0
2020-03-22,Орловская область,0,0,0
2020-03-22,Пензенская область,1,0,0
2020-03-22,Пермский край,3,0,0
2020-03-22,Приморский край,0,0,0
2020-03-22,Псковская область,0,0,0
2020-03-22,Республика Адыгея,0,0,0
2020-03-22,Республика Алтай,0,0,0
2020-03-22,Республика Башкортостан,0,0,0
2020-03-22,Республика Бурятия,0,0,0
2020-03-22,Республика Дагестан,0,0,0
2020-03-22,Республика Ингушетия,0,0,0
2020-03-22,Республика Калмыкия,0,0,0
2020-03-22,Республика Карелия,0,0,0
2020-03-22,Республика Коми,1,0,0
2020-03-22,Республика Крым,1,0,0
2020-03-22,Республика Марий Эл,0,0,0
2020-03-22,Республика Мордовия,0,0,0
2020-03-22,Республика Саха (Якутия),7,0,0
2020-03-22,Республика Северная Осетия — Алания,0,0,0
2020-03-22,Республика Татарстан,6,0,0
2020-03-22,Республика Тыва,0,0,0
2020-03-22,Республика Хакасия,1,0,0
2020-03-22,Ростовская область,0,0,0
2020-03-22,Рязанская область,2,0,0
2020-03-22,Самарская область,9,0,0
2020-03-22,Санкт-Петербург,16,2,0
2020-03-22,Саратовская область,1,0,0
2020-03-22,Сахалинская область,0,0,0
2020-03-22,Свердловская область,9,0,0
2020-03-22,Севастополь,0,0,0
2020-03-22,Смоленская область,0,0,0
2020-03-22,Ставропольский край,1,0,0
2020-03-22,Тамбовская область,3,0,0
2020-03-22,Тверская область,3,0,0
2020-03-22,Томская область,1,0,0
2020-03-22,Тульская область,5,0,0
2020-03-22,Тюменская область,3,1,0
2020-03-22,Удмуртская Республика,2,0,0
2020-03-22,Ульяновская область,1,0,0
2020-03-22,Хабаровский край,4,0,0
2020-03-22,Ханты-Мансийский автономный округ — Югра,2,0,0
2020-03-22,Челябинская область,1,0,0
2020-03-22,Чеченская Республика,0,0,0
2020-03-22,Чувашская Республика,1,0,0
2020-03-22,Чукотский автономный округ,0,0,0
2020-03-22,Ямало-Ненецкий автономный округ,0,0,0
2020-03-22,Ярославская область,1,0,0
2020-03-23,Алтайский край,0,0,0
2020-03-23,Амурская область,0,0,0
2020-03-23,Архангельская область,2,0,0
2020-03-23,Астраханская область,0,0,0
2020-03-23,Белгородская область,1,0,0
2020-03-23,Брянская область,1,0,0
2020-03-23,Владимирская область,0,0,0
2020-03-23,Волгоградская область,0,0,0
2020-03-23,Вологодская область,0,0,0
2020-03-23,Воронежская область,2,0,0
2020-03-23,Еврейская автономная область,0,0,0
2020-03-23,Забайкальский край,1,1,0
2020-03-23,Ивановская область,1,0,0
2020-03-23,Иркутская область,0,0,0
2020-03-23,Кабардино-Балкарская Республика,2,0,0
2020-03-23,Калининградская область,7,0,0
2020-03-23,Калужская область,1,0,0
2020-03-23,Камчатский край,0,0,0
2020-03-23,Карачаево-Черкесская Республика,0,0,0
2020-03-23,Кемеровская область,2,0,0
2020-03-23,Кировская область,7,0,0
2020-03-23,Костромская область,0,0,0
2020-03-23,Краснодарский край,5,0,0
2020-03-23,Красноярский край,5,0,0
2020-03-23,Курганская область,1,0,0
2020-03-23,Курская область,0,0,0
2020-03-23,Ленинградская область,1,0,0
2020-03-23,Липецкая область,3,3,0
2020-03-23,Магаданская область,0,0,0
2020-03-23,Москва,262,9,0
2020-03-23,Московская область,35,1,0
2020-03-23,Мурманская область,1,0,0
2020-03-23,Ненецкий автономный округ,0,0,0
2020-03-23,Нижегородская область,7,0,0
2020-03-23,Новгородская область,1,0,0
2020-03-23,Новосибирская область,4,0,0
2020-03-23,Омская область,0,0,0
2020-03-23,Оренбургская область,1,0,0
2020-03-23,Орловская область,0,0,0
2020-03-23,Пензенская область,1,0,0
2020-03-23,Пермский край,3,0,0
2020-03-23,Приморский край,0,0,0
2020-03-23,Псковская область,0,0,0
2020-03-23,Республика Адыгея,0,0,0
2020-03-23,Республика Алтай,0,0,0
2020-03-23,Республика Башкортостан,0,0,0
2020-03-23,Республика Бурятия,0,0,0
2020-03-23,Республика Дагестан,0,0,0
2020-03-23,Республика Ингушетия,0,0,0
2020-03-23,Республика Калмыкия,0,0,0
2020-03-23,Республика Карелия,0,0,0
2020-03-23,Республика Коми,1,0,0
2020-03-23,Республика Крым,1,0,0
2020-03-23,Республика Марий Эл,0,0,0
2020-03-23,Республика Мордовия,0,0,0
2020-03-23,Республика Саха (Якутия),7,0,0
2020-03-23,Республика Северная Осетия — Алания,0,0,0
2020-03-23,Республика Татарстан,6,0,0
2020-03-23,Республика Тыва,0,0,0
2020-03-23,Республика Хакасия,1,0,0
2020-03-23,Ростовская область,0,0,0
2020-03-23,Рязанская область,2,0,0
2020-03-23,Самарская область,9,0,0
2020-03-23,Санкт-Петербург,16,2,0
2020-03-23,Саратовская область,1,0,0
2020-03-23,Сахалинская область,0,0,0
2020-03-23,Свердловская область,9,0,0
2020-03-23,Севастополь,0,0,0
2020-03-23,Смоленская область,0,0,0
2020-03-23,Ставропольский край,1,0,0
2020-03-23,Тамбовская область,3,0,0
2020-03-23,Тверская область,3,0,0
2020-03-23,Томская область,1,0,0
2020-03-23,Тульская область,5,0,0
2020-03-23,Тюменская область,3,1,0
2020-03-23,Удмуртская Республика,2,0,0
2020-03-23,Ульяновская область,1,0,0
2020-03-23,Хабаровский край,4,0,0
2020-03-23,Ханты-Мансийский автономный округ — Югра,2,0,0
2020-03-23,Челябинская область,1,0,0
2020-03-23,Чеченская Республика,0,0,0
2020-03-23,Чувашская Республика,1,0,0
2020-03-23,Чукотский автономный округ,0,0,0
2020-03-23,Ямало-Ненецкий автономный округ,0,0,0
2020-03-23,Ярославская область,1,0,0
2020-03-24,Алтайский край,0,0,0
2020-03-24,Амурская область,0,0,0
2020-03-24,Архангельская область,2,0,0
2020-03-24,Астраханская область,0,0,0
2020-03-24,Белгородская область,1,0,0
2020-03-24,Брянская область,1,0,0
2020-03-24,Владимирская область,0,0,0
2020-03-24,Волгоградская область,1,0,0
2020-03-24,Вологодская область,0,0,0
2020-03-24,Воронежская область,6,0,0
2020-03-24,Еврейская автономная область,0,0,0
2020-03-24,Забайкальский край,1,1,0
2020-03-24,Ивановская область,1,0,0
2020-03-24,Иркутская область,0,0,0
2020-03-24,Кабардино-Балкарская Республика,2,0,0
2020-03-24,Калининградская область,7,0,0
2020-03-24,Калужская область,2,0,0
2020-03-24,Камчатский край,0,0,0
2020-03-24,Карачаево-Черкесская Республика,0,0,0
2020-03-24,Кемеровская область,2,1,0
2020-03-24,Кировская область,7,0,0
2020-03-24,Костромская область,0,0,0
2020-03-24,Краснодарский край,5,0,0
2020-03-24,Красноярский край,5,3,0
2020-03-24,Курганская область,1,0,0
2020-03-24,Курская область,0,0,0
2020-03-24,Ленинградская область,3,0,0
2020-03-24,Липецкая область,5,3,0
2020-03-24,Магаданская область,0,0,0
2020-03-24,Москва,290,9,0
2020-03-24,Московская область,35,2,0
2020-03-24,Мурманская область,1,0,0
2020-03-24,Ненецкий автономный округ,0,0,0
2020-03-24,Нижегородская область,7,0,0
2020-03-24,Новгородская область,1,0,0
2020-03-24,Новосибирская область,4,0,0
2020-03-24,Омская область,0,0,0
2020-03-24,Оренбургская область,1,0,0
2020-03-24,Орловская область,2,0,0
2020-03-24,Пензенская область,1,0,0
2020-03-24,Пермский край,3,0,0
2020-03-24,Приморский край,2,0,0
2020-03-24,Псковская область,0,0,0
2020-03-24,Республика Адыгея,0,0,0
2020-03-24,Республика Алтай,0,0,0
2020-03-24,Республика Башкортостан,3,0,0
2020-03-24,Республика Бурятия,0,0,0
2020-03-24,Республика Дагестан,0,0,0
2020-03-24,Республика Ингушетия,0,0,0
2020-03-24,Республика Калмыкия,0,0,0
2020-03-24,Республика Карелия,0,0,0
2020-03-24,Республика Коми,1,0,0
2020-03-24,Республика Крым,1,0,0
2020-03-24,Республика Марий Эл,0,0,0
2020-03-24,Республика Мордовия,0,0,0
2020-03-24,Республика Саха (Якутия),7,0,0
2020-03-24,Республика Северная Осетия — Алания,0,0,0
2020-03-24,Республика Татарстан,7,0,0
2020-03-24,Республика Тыва,0,0,0
2020-03-24,Республика Хакасия,1,0,0
2020-03-24,Ростовская область,0,0,0
2020-03-24,Рязанская область,2,0,0
2020-03-24,Самарская область,10,0,0
2020-03-24,Санкт-Петербург,21,2,0
2020-03-24,Саратовская область,1,0,0
2020-03-24,Сахалинская область,0,0,0
2020-03-24,Свердловская область,13,0,0
2020-03-24,Севастополь,0,0,0
2020-03-24,Смоленская область,0,0,0
2020-03-24,Ставропольский край,1,0,0
2020-03-24,Тамбовская область,3,0,0
2020-03-24,Тверская область,3,0,0
2020-03-24,Томская область,1,0,0
2020-03-24,Тульская область,5,0,0
2020-03-24,Тюменская область,3,1,0
2020-03-24,Удмуртская Республика,2,0,0
2020-03-24,Ульяновская область,1,0,0
2020-03-24,Хабаровский край,4,0,0
2020-03-24,Ханты-Мансийский автономный округ — Югра,2,0,0
2020-03-24,Челябинская область,1,0,0
2020-03-24,Чеченская Республика,1,0,0
2020-03-24,Чувашская Республика,1,0,0
2020-03-24,Чукотский автономный округ,0,0,0
2020-03-24,Ямало-Ненецкий автономный округ,0,0,0
2020-03-24,Ярославская область,1,0,0
2020-03-25,Алтайский край,0,0,0
2020-03-25,Амурская область,0,0,0
2020-03-25,Архангельская область,3,0,0
2020-03-25,Астраханская область,0,0,0
2020-03-25,Белгородская область,1,0,0
2020-03-25,Брянская область,2,0,0
2020-03-25,Владимирская область,0,0,0
2020-03-25,Волгоградская область,1,0,0
2020-03-25,Вологодская область,0,0,0
2020-03-25,Воронежская область,6,0,0
2020-03-25,Еврейская автономная область,0,0,0
2020-03-25,Забайкальский край,1,1,0
2020-03-25,Ивановская область,1,0,0
2020-03-25,Иркутская область,0,0,0
2020-03-25,Кабардино-Балкарская Республика,4,0,0
2020-03-25,Калининградская область,8,1,0
2020-03-25,Калужская область,2,0,0
2020-03-25,Камчатский край,0,0,0
2020-03-25,Карачаево-Черкесская Республика,0,0,0
2020-03-25,Кемеровская область,2,1,0
2020-03-25,Кировская область,7,0,0
2020-03-25,Костромская область,0,0,0
2020-03-25,Краснодарский край,9,0,0
2020-03-25,Красноярский край,5,3,0
2020-03-25,Курганская область,1,0,0
2020-03-25,Курская область,0,0,0
2020-03-25,Ленинградская область,3,0,0
2020-03-25,Липецкая область,5,3,0
2020-03-25,Магаданская область,0,0,0
2020-03-25,Москва,410,14,2
2020-03-25,Московская область,41,2,0
2020-03-25,Мурманская область,1,0,0
2020-03-25,Ненецкий автономный округ,0,0,0
2020-03-25,Нижегородская область,8,1,0
2020-03-25,Новгородская область,1,0,0
2020-03-25,Новосибирская область,4,0,0
2020-03-25,Омская область,0,0,0
2020-03-25,Оренбургская область,4,0,0
2020-03-25,Орловская область,2,0,0
2020-03-25,Пензенская область,2,0,0
2020-03-25,Пермский край,5,0,0
2020-03-25,Приморский край,2,0,0
2020-03-25,Псковская область,4,0,0
2020-03-25,Республика Адыгея,0,0,0
2020-03-25,Республика Алтай,0,0,0
2020-03-25,Республика Башкортостан,4,0,0
2020-03-25,Республика Бурятия,0,0,0
2020-03-25,Республика Дагестан,0,0,0
2020-03-25,Республика Ингушетия,0,0,0
2020-03-25,Республика Калмыкия,0,0,0
2020-03-25,Республика Карелия,0,0,0
2020-03-25,Республика Коми,3,0,0
2020-03-25,Республика Крым,7,0,0
2020-03-25,Республика Марий Эл,0,0,0
2020-03-25,Республика Мордовия,0,0,0
2020-03-25,Республика Саха (Якутия),10,0,0
2020-03-25,Республика Северная Осетия — Алания,0,0,0
2020-03-25,Республика Татарстан,7,0,0
2020-03-25,Республика Тыва,0,0,0
2020-03-25,Республика Хакасия,1,0,0
2020-03-25,Ростовская область,1,0,0
2020-03-25,Рязанская область,2,0,0
2020-03-25,Самарская область,10,0,0
2020-03-25,Санкт-Петербург,21,2,0
2020-03-25,Саратовская область,1,0,0
2020-03-25,Сахалинская область,0,0,0
2020-03-25,Свердловская область,13,0,0
2020-03-25,Севастополь,0,0,0
2020-03-25,Смоленская область,0,0,0
2020-03-25,Ставропольский край,2,0,0
2020-03-25,Тамбовская область,3,0,0
2020-03-25,Тверская область,3,0,0
2020-03-25,Томская область,1,0,0
2020-03-25,Тульская область,7,0,0
2020-03-25,Тюменская область,3,1,0
2020-03-25,Удмуртская Республика,2,0,0
2020-03-25,Ульяновская область,1,0,0
2020-03-25,Хабаровский край,4,0,0
2020-03-25,Ханты-Мансийский автономный округ — Югра,2,0,0
2020-03-25,Челябинская область,2,0,0
2020-03-25,Чеченская Республика,1,0,0
2020-03-25,Чувашская Республика,1,0,0
2020-03-25,Чукотский автономный округ,0,0,0
2020-03-25,Ямало-Ненецкий автономный округ,0,0,0
2020-03-25,Ярославская область,1,0,0
2020-03-26,Алтайский край,0,0,0
